epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
40,10.7547,0.81712,1.02382,1.31833,0.66881,0.69381,0.85539,0.61066,1.63213,1.49219,1.3628,2.84911e-05,2.84911e-05,2.84911e-05
41,10.9623,0.72519,0.9438,1.06864,0.67485,0.69286,0.84834,0.60149,1.57983,1.51999,1.34213,2.87504e-05,2.87504e-05,2.87504e-05
42,11.1658,0.88145,1.29551,1.20958,0.67485,0.69286,0.84834,0.60149,1.57983,1.51999,1.34213,2.89861e-05,2.89861e-05,2.89861e-05
43,11.3829,0.66531,1.16259,1.17151,0.73904,0.69182,0.81897,0.52349,1.56227,1.56219,1.33398,2.91983e-05,2.91983e-05,2.91983e-05
44,11.584,0.98743,2.16829,1.37117,0.73904,0.69182,0.81897,0.52349,1.56227,1.56219,1.33398,2.93869e-05,2.93869e-05,2.93869e-05
45,11.7984,0.78162,1.29296,1.23323,0.57868,0.52313,0.6958,0.47906,1.57596,1.61929,1.33668,2.9552e-05,2.9552e-05,2.9552e-05
46,11.9889,0.93638,1.45927,1.27433,0.57868,0.52313,0.6958,0.47906,1.57596,1.61929,1.33668,2.96935e-05,2.96935e-05,2.96935e-05
47,12.1977,1.19461,1.50784,1.49092,0.7501,0.50644,0.60144,0.37307,1.63226,1.67601,1.35993,2.98114e-05,2.98114e-05,2.98114e-05
48,12.3911,0.91288,0.76867,1.31326,0.7501,0.50644,0.60144,0.37307,1.63226,1.67601,1.35993,2.99058e-05,2.99058e-05,2.99058e-05
49,12.5954,0.72933,0.97075,1.1881,0.76802,0.5,0.55593,0.3325,1.61827,1.69382,1.36243,2.99766e-05,2.99766e-05,2.99766e-05
50,12.7943,0.78137,0.98964,1.18459,0.76802,0.5,0.55593,0.3325,1.61827,1.69382,1.36243,3.00238e-05,3.00238e-05,3.00238e-05
51,13.0168,0.85738,1.00247,1.19541,0.75067,0.505,0.51623,0.31483,1.66826,1.72811,1.3827,3.00475e-05,3.00475e-05,3.00475e-05
52,13.2109,0.74434,1.50427,1.12411,0.75067,0.505,0.51623,0.31483,1.66826,1.72811,1.3827,3.00476e-05,3.00476e-05,3.00476e-05
53,13.4113,0.8466,0.96986,1.18454,0.75067,0.505,0.51623,0.31483,1.66826,1.72811,1.3827,3.00242e-05,3.00242e-05,3.00242e-05
54,13.6208,0.74793,0.904,1.29203,0.75888,0.5,0.51347,0.31085,1.69425,1.79816,1.39661,2.99772e-05,2.99772e-05,2.99772e-05
55,13.9224,0.65058,1.23746,1.0674,0.75888,0.5,0.51347,0.31085,1.69425,1.79816,1.39661,2.99066e-05,2.99066e-05,2.99066e-05
56,14.1211,0.92029,0.98056,1.3906,0.75888,0.5,0.51347,0.31085,1.69425,1.79816,1.39661,2.98125e-05,2.98125e-05,2.98125e-05
57,14.3329,0.74923,0.69729,1.1303,0.78004,0.4969,0.54388,0.31103,1.69945,1.89124,1.41066,2.96948e-05,2.96948e-05,2.96948e-05
58,14.5287,0.84966,0.63386,1.28841,0.78004,0.4969,0.54388,0.31103,1.69945,1.89124,1.41066,2.95535e-05,2.95535e-05,2.95535e-05
59,14.7242,0.93884,0.88639,1.15288,0.78004,0.4969,0.54388,0.31103,1.69945,1.89124,1.41066,2.93887e-05,2.93887e-05,2.93887e-05
60,14.9372,0.75639,1.20099,1.18738,0.78191,0.49561,0.54151,0.29241,1.74499,1.85453,1.43003,2.92003e-05,2.92003e-05,2.92003e-05
61,15.1367,0.75418,0.86661,1.01427,0.78191,0.49561,0.54151,0.29241,1.74499,1.85453,1.43003,2.89884e-05,2.89884e-05,2.89884e-05
62,15.3397,0.58733,0.66953,0.98708,0.78191,0.49561,0.54151,0.29241,1.74499,1.85453,1.43003,2.87529e-05,2.87529e-05,2.87529e-05
63,15.554,0.90513,1.50196,1.33726,0.78027,0.49404,0.52476,0.27638,1.74371,1.87981,1.4273,2.84938e-05,2.84938e-05,2.84938e-05
64,15.7496,0.79595,0.83366,1.23021,0.78027,0.49404,0.52476,0.27638,1.74371,1.87981,1.4273,2.82112e-05,2.82112e-05,2.82112e-05
65,15.9412,0.71145,0.78144,1.16267,0.78027,0.49404,0.52476,0.27638,1.74371,1.87981,1.4273,2.7905e-05,2.7905e-05,2.7905e-05
66,16.1472,0.77913,1.42364,1.16175,0.82879,0.49343,0.52929,0.27935,1.75002,1.89305,1.43806,2.75753e-05,2.75753e-05,2.75753e-05
67,16.3472,0.84221,1.24587,1.25176,0.82879,0.49343,0.52929,0.27935,1.75002,1.89305,1.43806,2.7222e-05,2.7222e-05,2.7222e-05
68,16.557,0.82882,0.9648,1.16086,0.82879,0.49343,0.52929,0.27935,1.75002,1.89305,1.43806,2.68451e-05,2.68451e-05,2.68451e-05
69,16.7655,0.84967,0.91097,1.21081,0.83843,0.48771,0.5308,0.31638,1.78505,2.00515,1.47402,2.64447e-05,2.64447e-05,2.64447e-05
70,16.9655,0.64577,0.65583,1.02419,0.83843,0.48771,0.5308,0.31638,1.78505,2.00515,1.47402,2.60207e-05,2.60207e-05,2.60207e-05
71,17.1656,0.72723,0.7102,1.10952,0.83843,0.48771,0.5308,0.31638,1.78505,2.00515,1.47402,2.55731e-05,2.55731e-05,2.55731e-05
72,17.3766,0.53295,0.71482,1.04651,0.83681,0.48256,0.5269,0.32606,1.78853,1.9898,1.4775,2.5102e-05,2.5102e-05,2.5102e-05
73,17.5678,0.81506,0.75316,1.2032,0.83681,0.48256,0.5269,0.32606,1.78853,1.9898,1.4775,2.46073e-05,2.46073e-05,2.46073e-05
74,17.7632,0.63324,0.6926,1.18572,0.83681,0.48256,0.5269,0.32606,1.78853,1.9898,1.4775,2.40891e-05,2.40891e-05,2.40891e-05
75,17.9735,0.78458,0.65976,1.07823,0.83842,0.47828,0.52539,0.32743,1.79836,2.08279,1.50412,2.35472e-05,2.35472e-05,2.35472e-05
76,18.1738,0.66879,0.67891,1.04125,0.83842,0.47828,0.52539,0.32743,1.79836,2.08279,1.50412,2.29819e-05,2.29819e-05,2.29819e-05
77,18.3843,0.72582,0.75159,1.11416,0.83842,0.47828,0.52539,0.32743,1.79836,2.08279,1.50412,2.23929e-05,2.23929e-05,2.23929e-05
78,18.6765,0.84103,1.01957,1.25957,0.84075,0.47562,0.52403,0.30688,1.79282,2.13284,1.50189,2.17805e-05,2.17805e-05,2.17805e-05
79,18.8797,0.71902,0.88068,1.15359,0.84075,0.47562,0.52403,0.30688,1.79282,2.13284,1.50189,2.11444e-05,2.11444e-05,2.11444e-05
80,19.0783,0.63991,0.60161,1.02595,0.84075,0.47562,0.52403,0.30688,1.79282,2.13284,1.50189,2.04848e-05,2.04848e-05,2.04848e-05
81,19.2899,0.79868,0.90751,1.27969,0.84668,0.47055,0.52225,0.31019,1.77328,2.12431,1.48687,1.98016e-05,1.98016e-05,1.98016e-05
82,19.4813,0.75876,0.6301,1.27705,0.84668,0.47055,0.52225,0.31019,1.77328,2.12431,1.48687,1.90949e-05,1.90949e-05,1.90949e-05
83,19.6781,0.86177,0.68954,1.36772,0.84668,0.47055,0.52225,0.31019,1.77328,2.12431,1.48687,1.83646e-05,1.83646e-05,1.83646e-05
84,19.8879,0.74419,0.73589,1.12392,0.83707,0.47029,0.51519,0.30339,1.77415,2.15562,1.49038,1.76107e-05,1.76107e-05,1.76107e-05
85,20.0908,0.76482,0.89816,1.16879,0.83707,0.47029,0.51519,0.30339,1.77415,2.15562,1.49038,1.68333e-05,1.68333e-05,1.68333e-05
86,20.294,0.6703,1.0467,1.10305,0.83707,0.47029,0.51519,0.30339,1.77415,2.15562,1.49038,1.60323e-05,1.60323e-05,1.60323e-05
87,20.4944,1.15179,1.78238,1.6298,0.83707,0.47029,0.51519,0.30339,1.77415,2.15562,1.49038,1.52077e-05,1.52077e-05,1.52077e-05
88,20.7096,0.6209,0.84038,1.06632,0.86864,0.46317,0.51571,0.3081,1.7499,2.18926,1.46573,1.43596e-05,1.43596e-05,1.43596e-05
89,20.9059,0.62603,0.74336,1.27903,0.86864,0.46317,0.51571,0.3081,1.7499,2.18926,1.46573,1.34879e-05,1.34879e-05,1.34879e-05
90,21.102,0.85292,0.81861,1.26955,0.86864,0.46317,0.51571,0.3081,1.7499,2.18926,1.46573,1.25927e-05,1.25927e-05,1.25927e-05
91,23.0281,0.50844,0.49076,0.94126,0.86864,0.46317,0.51571,0.3081,1.7499,2.18926,1.46573,1.16739e-05,1.16739e-05,1.16739e-05
92,23.2723,0.48318,0.48363,0.83272,0.83754,0.47375,0.50958,0.30008,1.78525,2.13143,1.4737,1.07315e-05,1.07315e-05,1.07315e-05
93,23.5051,0.58213,0.5239,0.95906,0.83754,0.47375,0.50958,0.30008,1.78525,2.13143,1.4737,9.76562e-06,9.76562e-06,9.76562e-06
94,23.7198,0.59294,0.50997,1.04546,0.83754,0.47375,0.50958,0.30008,1.78525,2.13143,1.4737,8.77613e-06,8.77613e-06,8.77613e-06
95,23.9314,0.63574,0.61289,1.03609,0.83754,0.47375,0.50958,0.30008,1.78525,2.13143,1.4737,7.76308e-06,7.76308e-06,7.76308e-06
96,24.1385,0.6454,0.51108,1.23268,0.86014,0.47137,0.51978,0.29938,1.85365,2.13693,1.50772,6.72648e-06,6.72648e-06,6.72648e-06
97,24.4566,0.60887,0.55583,0.98164,0.86014,0.47137,0.51978,0.29938,1.85365,2.13693,1.50772,5.6663e-06,5.6663e-06,5.6663e-06
98,24.6456,0.56576,0.51573,1.10936,0.86014,0.47137,0.51978,0.29938,1.85365,2.13693,1.50772,4.58257e-06,4.58257e-06,4.58257e-06
99,24.833,0.51304,0.4832,0.91854,0.86014,0.47137,0.51978,0.29938,1.85365,2.13693,1.50772,3.47528e-06,3.47528e-06,3.47528e-06
100,25.0315,0.48401,0.46178,1.01157,0.85777,0.48333,0.53357,0.30867,1.85456,2.01787,1.50738,2.34442e-06,2.34442e-06,2.34442e-06
